CT_NAME;CT_TYPE;CT_AUTHORS;CT_TITLE;CT_URL;CD_NOM;CT_SP_ID;URL_SP
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;829020;A6AAF23206BCEB7B;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=A6AAF23206BCEB7B
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;828976;465DB7E5FCF769B8;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=465DB7E5FCF769B8
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;829193;4DF3E2B5440B0FA7;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=4DF3E2B5440B0FA7
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;829178;5423E1F890830540;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=5423E1F890830540
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;829078;19BE4CF66B0165C9;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=19BE4CF66B0165C9
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;828878;F637E9F72E109FE9;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=F637E9F72E109FE9
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;828899;5DBFE0FE0ED68835;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=5DBFE0FE0ED68835
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;828902;71686416F4F4F689;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=71686416F4F4F689
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;828904;DA3BA89B3BF06C35;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=DA3BA89B3BF06C35
Avibase;GSD;Lepage, D. (%Y);The world bird database;http://avibase.bsc-eoc.org/avibase.jsp?lang=FR;829067;452438B559743CDA;http://avibase.bsc-eoc.org/species.jsp?lang=FR&avibaseid=452438B559743CDA
